Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode,AvgDeivery
4826,CA-2019-140018,"Thursday, November 21, 2019","Tuesday, November 26, 2019",Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,3,15.5904,Online,5
1288,CA-2019-154711,"Friday, November 22, 2019","Tuesday, November 26, 2019",Standard Class,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,11.1664,COD,4
1504,CA-2019-100468,"Sunday, November 24, 2019","Sunday, December 1, 2019",Standard Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,3.0814,COD,7
8373,CA-2019-113726,"Sunday, November 24, 2019","Sunday, December 1, 2019",Standard Class,SC-20680,Steve Carroll,Home Office,United States,Seattle,Washington,West,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,3,33.7266,Online,7
9653,CA-2019-107104,"Tuesday, November 26, 2019","Saturday, November 30, 2019",Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Los Angeles,California,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,297.69,Online,4
5902,CA-2019-159639,"Wednesday, November 27, 2019","Monday, December 2, 2019",Standard Class,PC-18745,Pamela Coakley,Corporate,United States,Westfield,New Jersey,East,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,10.4148,Cards,5
2055,CA-2019-136434,"Sunday, December 1, 2019","Saturday, December 7, 2019",Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,5.193,Online,6
3471,US-2019-150035,"Sunday, December 1, 2019","Thursday, December 5, 2019",Standard Class,CL-11890,Carl Ludwig,Consumer,United States,San Francisco,California,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2,4.3524,COD,4
6470,CA-2019-163804,"Monday, December 2, 2019","Sunday, December 8, 2019",Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,72.42,6,23.8986,Cards,6
5910,US-2019-113985,"Monday, December 2, 2019","Saturday, December 7, 2019",Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52,3,5.6628,Online,5
5577,CA-2019-136686,"Thursday, December 12, 2019","Monday, December 16, 2019",Standard Class,RF-19840,Roy Französisch,Consumer,United States,Pasadena,California,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6,122.7648,COD,4
9939,CA-2019-169824,"Thursday, December 12, 2019","Tuesday, December 17, 2019",Standard Class,NS-18640,Noel Staavos,Corporate,United States,New York City,New York,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,60.35,5,19.9155,Cards,5
4575,CA-2019-139395,"Thursday, December 12, 2019","Wednesday, December 18, 2019",Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Jackson,Michigan,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48,4,8.7048,Online,6
6395,CA-2019-129126,"Saturday, December 14, 2019","Thursday, December 19, 2019",Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,4,198.46,Cards,5
3469,CA-2019-146143,"Saturday, December 14, 2019","Thursday, December 19, 2019",Standard Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",133.38,6,58.6872,Cards,5
6378,US-2019-116442,"Sunday, December 15, 2019","Sunday, December 22, 2019",Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,4.2804,Cards,7
1316,CA-2019-145919,"Wednesday, December 18, 2019","Monday, December 23, 2019",Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,West,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,62.5056,COD,5
5024,CA-2019-133795,"Wednesday, December 18, 2019","Tuesday, December 24, 2019",Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,11.1776,Cards,6
641,CA-2019-147067,"Wednesday, December 18, 2019","Sunday, December 22, 2019",Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,6.0288,Online,4
3721,CA-2019-151155,"Friday, December 20, 2019","Tuesday, December 24, 2019",Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Jackson,Mississippi,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,18.92,4,7.3788,Cards,4
9349,CA-2019-114860,"Sunday, December 22, 2019","Saturday, December 28, 2019",Standard Class,DN-13690,Duane Noonan,Consumer,United States,Moreno Valley,California,West,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,842.72,8,202.2528,Cards,6
9350,CA-2019-114860,"Sunday, December 22, 2019","Saturday, December 28, 2019",Standard Class,DN-13690,Duane Noonan,Consumer,United States,Moreno Valley,California,West,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,10.9096,COD,6
1827,CA-2019-167507,"Sunday, December 22, 2019","Saturday, December 28, 2019",Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,West,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.784,1,4.8416,Cards,6
1826,CA-2019-167507,"Sunday, December 22, 2019","Saturday, December 28, 2019",Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,11.84,4,3.108,Cards,6
6191,CA-2019-157259,"Tuesday, December 24, 2019","Saturday, December 28, 2019",Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,East,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,799.56,9,207.8856,Online,4
7239,CA-2019-101651,"Tuesday, December 24, 2019","Monday, December 30, 2019",Standard Class,SC-20305,Sean Christensen,Consumer,United States,San Jose,California,West,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",43.96,7,18.4632,Online,6
7892,CA-2019-148684,"Wednesday, December 25, 2019","Sunday, December 29, 2019",Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Fayetteville,Arkansas,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",343.85,5,137.54,COD,4
6032,CA-2019-101168,"Wednesday, December 25, 2019","Wednesday, January 1, 2020",Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Nashua,New Hampshire,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,6.5472,COD,7
5363,CA-2019-122019,"Sunday, December 29, 2019","Thursday, January 2, 2020",Standard Class,CD-11920,Carlos Daly,Consumer,United States,Wichita,Kansas,Central,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,23.9904,COD,4
8071,CA-2020-151750,"Wednesday, January 1, 2020","Sunday, January 5, 2020",Standard Class,JM-15250,Janet Martin,Consumer,United States,Huntsville,Texas,Central,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",164.42,5,-187.3815,Online,4
4010,CA-2020-144463,"Wednesday, January 1, 2020","Sunday, January 5, 2020",Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",487.43,11,199.2606,Online,4
849,CA-2020-107503,"Wednesday, January 1, 2020","Monday, January 6, 2020",Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Lorain,Ohio,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",145.896,4,8.5568,Online,5
9866,CA-2020-113278,"Tuesday, January 14, 2020","Monday, January 20, 2020",Standard Class,HR-14770,Hallie Redmond,Home Office,United States,Richmond,Indiana,Central,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",89.96,2,8.532,Cards,6
8312,US-2020-105935,"Sunday, January 26, 2020","Friday, January 31, 2020",Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Columbus,Georgia,South,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,100.72,4,24.4608,Cards,5
776,CA-2020-104220,"Thursday, January 30, 2020","Wednesday, February 5, 2020",Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,Central,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",140.58,7,14.5236,Online,6
5145,CA-2020-161333,"Sunday, February 2, 2020","Friday, February 7, 2020",Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",107.26,2,29.3284,COD,5
8747,CA-2020-128076,"Sunday, February 2, 2020","Friday, February 7, 2020",Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,West,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,242.58,2,12.6348,COD,5
3087,CA-2020-118773,"Sunday, February 9, 2020","Friday, February 14, 2020",Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,122.984,2,-2.6892,Online,5
2732,CA-2020-104801,"Thursday, February 13, 2020","Wednesday, February 19, 2020",Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",120.53,1,21.506,Cards,6
8677,CA-2020-163265,"Sunday, February 16, 2020","Friday, February 21, 2020",Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",110.692,1,-3.6537,COD,5
6659,CA-2020-135937,"Thursday, February 20, 2020","Thursday, February 27, 2020",Standard Class,KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",118.704,2,16.3172,Online,7
9991,CA-2020-121258,"Wednesday, February 26, 2020","Tuesday, March 3, 2020",Standard Class,DB-13060,Dave Brooks,Consumer,United States,Costa Mesa,California,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,106.96,2,15.6332,COD,6
1256,CA-2020-144638,"Tuesday, March 10, 2020","Saturday, March 14, 2020",Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,East,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,81.696,1,0.5022,COD,4
1257,CA-2020-144638,"Tuesday, March 10, 2020","Saturday, March 14, 2020",Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Chester,Pennsylvania,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,150.872,2,11.5164,Online,4
8044,US-2020-133081,"Wednesday, March 11, 2020","Sunday, March 15, 2020",Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Cambridge,Massachusetts,East,FUR-FU-10001379,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",132.72,1,11.7568,Online,4
679,US-2020-119438,"Wednesday, March 18, 2020","Monday, March 23, 2020",Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,Central,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",113.524,3,-41.262,COD,5
9364,CA-2020-111591,"Saturday, March 21, 2020","Wednesday, March 25, 2020",Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",119.14,3,6.4206,Cards,4
5638,CA-2020-113208,"Thursday, March 26, 2020","Thursday, April 2, 2020",Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Dearborn,Michigan,Central,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",105.84,3,23.1192,Cards,7
1337,US-2020-123281,"Thursday, April 2, 2020","Tuesday, April 7, 2020",Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Los Angeles,California,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,147.11,3,6.5286,Online,5
953,CA-2020-131156,"Friday, April 3, 2020","Tuesday, April 7, 2020",Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,112.472,4,7.6416,COD,4
235,US-2020-100930,"Tuesday, April 7, 2020","Sunday, April 12, 2020",Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",275.072,3,0,Online,5
5371,US-2020-136721,"Wednesday, April 8, 2020","Sunday, April 12, 2020",Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",308.96,2,71.2296,Online,4
5372,US-2020-136721,"Wednesday, April 8, 2020","Sunday, April 12, 2020",Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Oak Park,Michigan,Central,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,343.9,3,79.794,Online,4
2848,CA-2020-157854,"Wednesday, April 8, 2020","Wednesday, April 15, 2020",Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,South,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",126.28,6,15.7584,COD,7
7425,CA-2020-135069,"Friday, April 10, 2020","Tuesday, April 14, 2020",Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",133.672,3,6.4176,Online,4
5646,CA-2020-127117,"Tuesday, April 14, 2020","Sunday, April 19, 2020",Standard Class,HM-14860,Harry Marie,Corporate,United States,Morristown,New Jersey,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,166.45,5,20.1015,Cards,5
6768,CA-2020-100615,"Monday, April 20, 2020","Friday, April 24, 2020",Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",120.56,5,-6.188,Online,4
2239,CA-2020-166849,"Monday, April 20, 2020","Sunday, April 26, 2020",Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,136.4,2,-52.17,Cards,6
3027,CA-2020-169054,"Wednesday, April 22, 2020","Sunday, April 26, 2020",Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",265.352,3,0,COD,4
8472,US-2020-132031,"Thursday, April 23, 2020","Monday, April 27, 2020",Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,South,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,109.952,3,-11.6928,Online,4
8638,CA-2020-151281,"Monday, April 27, 2020","Saturday, May 2, 2020",Standard Class,HM-14980,Henry MacAllister,Consumer,United States,Seattle,Washington,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,152.58,7,39.0824,COD,5
8565,US-2020-108315,"Thursday, April 30, 2020","Monday, May 4, 2020",Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Sanford,Florida,South,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,256.704,6,-8.2764,COD,4
2779,CA-2020-108322,"Thursday, April 30, 2020","Tuesday, May 5, 2020",Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,103.68,8,6.216,COD,5
5314,CA-2020-137876,"Thursday, April 30, 2020","Tuesday, May 5, 2020",Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,West,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",151.96,2,21.4368,Online,5
2518,CA-2020-123134,"Saturday, May 2, 2020","Thursday, May 7, 2020",Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,159.93,3,12.993,COD,5
8352,CA-2020-132199,"Sunday, May 3, 2020","Friday, May 8, 2020",Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",149.448,2,7.3008,COD,5
4703,CA-2020-140298,"Monday, May 11, 2020","Sunday, May 17, 2020",Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,118.996,1,-6.9965,Online,6
2632,US-2020-110604,"Friday, May 15, 2020","Wednesday, May 20, 2020",Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,141.96,2,17.1828,COD,5
8184,CA-2020-155642,"Monday, May 18, 2020","Friday, May 22, 2020",Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,105.892,1,-0.9933,Online,4
8183,CA-2020-155642,"Monday, May 18, 2020","Friday, May 22, 2020",Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,146.608,3,-10.1736,COD,4
3941,CA-2020-117863,"Monday, May 18, 2020","Saturday, May 23, 2020",Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",112.56,2,6.2608,Cards,5
6069,CA-2020-166695,"Wednesday, May 20, 2020","Sunday, May 24, 2020",Standard Class,CC-12430,Chuck Clark,Home Office,United States,Lakewood,California,West,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,119.98,1,3.3504,COD,4
989,CA-2020-167899,"Thursday, May 21, 2020","Tuesday, May 26, 2020",Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,541.05,5,72.807,Online,5
9448,CA-2020-136882,"Wednesday, May 27, 2020","Wednesday, June 3, 2020",Standard Class,DN-13690,Duane Noonan,Consumer,United States,Tulsa,Oklahoma,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",521.3,5,138.417,Online,7
9132,CA-2020-100055,"Thursday, May 28, 2020","Monday, June 1, 2020",Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Laurel,Maryland,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,123.46,2,9.8856,Online,4
3404,CA-2020-168739,"Friday, May 29, 2020","Friday, June 5, 2020",Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Houston,Texas,Central,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,2112.424,4,-52.3392,COD,7
6249,CA-2020-121580,"Friday, May 29, 2020","Thursday, June 4, 2020",Standard Class,ML-17410,Maris LaWare,Consumer,United States,Columbus,Indiana,Central,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,113.24,3,2.6208,COD,6
7414,CA-2020-121125,"Saturday, May 30, 2020","Wednesday, June 3, 2020",Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,West,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,123.592,1,-0.3398,COD,4
205,CA-2020-126382,"Wednesday, June 3, 2020","Sunday, June 7, 2020",Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Franklin,Tennessee,South,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",137.168,7,9.6712,COD,4
1090,CA-2020-158407,"Thursday, June 4, 2020","Wednesday, June 10, 2020",Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,123.984,2,1.999,Online,6
3854,US-2020-131849,"Saturday, June 6, 2020","Wednesday, June 10, 2020",Standard Class,GH-14410,Gary Hansen,Home Office,United States,San Francisco,California,West,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",110.95,1,2.178,Online,4
670,US-2020-106663,"Tuesday, June 9, 2020","Saturday, June 13, 2020",Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,113.976,3,-14.3856,COD,4
2870,CA-2020-143861,"Friday, June 12, 2020","Friday, June 19, 2020",Standard Class,LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,100.088,2,1.068,Online,7
8698,CA-2020-119284,"Monday, June 15, 2020","Saturday, June 20, 2020",Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,South,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,104.168,4,9.3504,COD,5
9855,CA-2020-138870,"Friday, June 19, 2020","Tuesday, June 23, 2020",Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",144.32,4,21.1344,Online,4
2232,CA-2020-157091,"Friday, June 26, 2020","Wednesday, July 1, 2020",Standard Class,DB-13405,Denny Blanton,Consumer,United States,La Porte,Indiana,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,536.45,5,31.587,Cards,5
2588,CA-2020-131695,"Tuesday, June 30, 2020","Monday, July 6, 2020",Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",84.23,1,9.7812,COD,6
5618,CA-2020-125745,"Tuesday, June 30, 2020","Saturday, July 4, 2020",Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Memphis,Tennessee,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,108.52,2,5.368,COD,4
4296,CA-2020-169124,"Friday, July 3, 2020","Friday, July 10, 2020",Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Citrus Heights,California,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",172.39,3,54.3438,Online,7
2437,CA-2020-140053,"Friday, July 3, 2020","Friday, July 10, 2020",Standard Class,CA-12265,Christina Anderson,Consumer,United States,Farmington,New Mexico,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",592.85,9,114.6285,Online,7
1304,US-2020-126179,"Friday, July 3, 2020","Tuesday, July 7, 2020",Standard Class,CS-12460,Chuck Sachs,Consumer,United States,Columbus,Georgia,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",124.99,1,5.5177,COD,4
4230,CA-2020-100223,"Sunday, July 5, 2020","Friday, July 10, 2020",Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",353.028,9,-348.6294,COD,5
8405,CA-2020-140480,"Wednesday, July 8, 2020","Sunday, July 12, 2020",Standard Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,East,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,108.92,4,5.8744,COD,4
1621,CA-2020-108560,"Wednesday, July 8, 2020","Wednesday, July 15, 2020",Standard Class,JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",233.46,2,99.23,Online,7
4536,CA-2020-138464,"Wednesday, July 8, 2020","Sunday, July 12, 2020",Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",91.84,3,4.9104,COD,4
8407,CA-2020-140480,"Wednesday, July 8, 2020","Sunday, July 12, 2020",Standard Class,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,East,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,135.98,2,9.1954,Online,4
2574,CA-2020-145128,"Thursday, July 9, 2020","Tuesday, July 14, 2020",Standard Class,SM-20320,Sean Miller,Home Office,United States,Lafayette,Indiana,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,536.45,5,31.587,Online,5
